816.03	0	0	22.52	0
816.03	0	0	24.91	0
816.03	0	0	28.43	4.56
816.03	0	0	21.88	0
816.03	0	0	24.045	0
816.03	0	0	24.03	0
816.03	0	0	41.51	0
816.03	0	0	42.73	13.78
816.03	0	0	37.14	9.45
816.03	0	0	25.13	0
816.03	0	0	32.77	9.25
816.03	0	0	31.7	5.92
816.03	0	0	45.905	10.79
816.03	0	0	31.68	7.19
816.03	0	0	40.79	37.16
816.03	0	0	49.21	25.15
816.03	0	0	20.775	6.67
816.03	0	0	20.76	6.55
816.03	0	0	38.25	8.74
816.03	0	0	47.03	26.99
816.03	0	0	52.49	31.56
816.03	0	0	59.04	28.86
816.03	0	0	62.36	38.83
816.03	0	0	52.44	37.65
816.03	0	0	64.46	27.95
816.03	0	0	63.36	19.69
816.03	0	0	55.07	42.08
816.03	0	0	73.2	36.39
816.03	0	0	55.72	41.53
816.03	0	0	53.53	14.2
816.03	0	0	75.39	69.89
816.03	0	0	90.7	82.99
816.03	0	0	84.12	57.99
816.03	0	0	53.77	42.96
816.03	0	0	55.81	49.71
816.03	0	0	15.29	1.72
816.03	0	0	13.11	3.45
816.03	0	0	4.89	0.00
816.03	0	0	10.89	4.69
816.03	0	0	9.38	0.00
816.03	0	0	3.28	0.00
816.03	0	0	4.37	0.00
816.03	0	0	8.32	0.00
816.03	0	0	7.73	0.00
816.03	0	0	8.74	0.00
816.03	0	0	17.65	5.94
816.03	0	0	12.21	2.46
816.03	0	0	8.74	0.00
816.03	0	0	8.74	1.30
816.03	0	0	7.65	0.00
816.03	0	0	4.73	0.00
816.03	0	0	10.92	0.00
816.03	0	0	16.51	5.32
816.03	0	0	10.07	2.53
816.03	0	0	6.65	0.00
816.03	0	0	6.55	0.00
816.03	0	0	18.57	5.87
816.03	0	0	19.66	2.09
816.03	0	0	13.11	1.90
816.03	0	0	13.29	2.67
816.03	0	0	18.59	7.21
816.03	0	0	19.70	4.20
816.03	0	0	13.29	1.72
816.03	0	0	19.66	4.37
816.03	0	0	10.92	2.50
816.03	0	0	6.55	0.00
816.03	0	0	18.70	5.34
816.03	0	0	18.60	1.92
816.03	0	0	13.18	2.79
816.03	0	0	17.48	3.24
757.74	58.29	0	32.77	6.22
757.74	58.29	0	24.03	9.83
757.74	58.29	0	26.42	12.81
757.74	58.29	0	23.57	12.76
757.74	58.29	0	24.26	0
757.74	58.29	0	44.79	24.58
757.74	58.29	0	28.59	7.36
757.74	58.29	0	33.06	12.74
757.74	58.29	0	23.18	7.85
757.74	58.29	0	24.03	18.57
757.74	58.29	0	43.75	26.22
757.74	58.29	0	26.225	2.185
757.74	58.29	0	36.2	12.77
757.74	58.29	0	45.885	6.215
757.74	58.29	0	44.19	26.58
757.74	58.29	0	32.77	7.65
757.74	58.29	0	38.24	18.24
757.74	58.29	0	21.85	7.51
757.74	58.29	0	36.05	13.59
757.74	58.29	0	27.31	13.11
757.74	58.29	0	25.22	18.53
757.74	58.29	0	62.74	11.41
757.74	58.29	0	53.53	19.66
757.74	58.29	0	72.14	29.68
757.74	58.29	0	61.66	19.94
757.74	58.29	0	65.55	40.07
757.74	58.29	0	52.5	43.04
757.74	58.29	0	67.07	55.16
757.74	58.29	0	54.8	52.5
757.74	58.29	0	52.5	46.38
757.74	58.29	0	57.91	44.85
757.74	58.29	0	59.04	33.96
757.74	58.29	0	61.18	33.88
757.74	58.29	0	56.835	31.745
757.74	58.29	0	66.65	41.51
757.74	58.29	0	56.525	54.155
757.74	58.29	0	73.49	57.99
757.74	58.29	0	72.1	71.02
757.74	58.29	0	62.62	40.95
757.74	58.29	0	51.76	47.03
757.74	58.29	0	52.44	41.51
757.74	58.29	0	60.215	47.665
757.74	58.29	0	79.78	79.75
757.74	58.29	0	63.37	43.7
757.74	58.29	0	67.74	63.36
757.74	58.29	0	135.47	124.01
757.74	58.29	0	4.370	0
757.74	58.29	0	10.925	2.79
757.74	58.29	0	14.200	5.09
757.74	58.29	0	6.550	0
757.74	58.29	0	19.660	3.17
757.74	58.29	0	16.860	1.16
757.74	58.29	0	16.390	2.56
